decade,ctr2,im3y20,mean,sd,V1
1320,uk_south,0.13803893663237138,1.609595809612533e-5,2.634523890892195e-5,25
1340,be,0.17824927561153275,1.7889329146079022e-5,3.61295372582113e-5,28
1340,ch,0.020171840830268836,8.638903995832493e-6,1.113358726369906e-5,6
1340,de_north,0.48763593028289143,1.9373696077985534e-5,4.595289032225896e-5,73
1340,de_south,0.19621540553038183,1.600451921128723e-5,3.8124753909050954e-5,42
1340,fr_north,0.510255186817946,1.568712721179231e-5,3.681198806527594e-5,83
1340,fr_south,0.3443014058353962,2.2064945259894827e-5,8.076049300021356e-5,67
1340,it_north,0.6591416016420478,2.331346520150099e-5,7.500804272226247e-5,72
1340,it_south,0.3496055922779128,3.502360171087102e-5,7.455470696734197e-5,36
1340,nl,0.16923695202637476,2.3593608256848734e-5,8.972361477390784e-5,19
1340,uk_north,0.1050648427409652,2.3856685454352122e-5,4.75612795571868e-5,13
1340,uk_south,0.12505328449091344,1.5944572802615305e-5,2.8592996013072213e-5,23
1360,be,0.15876059179931082,1.6081907597174784e-5,3.257350269559932e-5,31
1360,ch,0.01658133558509979,7.592186623214224e-6,9.332078469469158e-6,6
1360,de_north,0.4326657196247291,1.8172360016159288e-5,4.0058808929302213e-5,75
1360,de_south,0.18287104310047267,1.5314550129843914e-5,2.877757669496913e-5,40
1360,fr_north,0.3709162160478282,1.1939235074124487e-5,2.8601219597797404e-5,86
1360,fr_south,0.26732402384519166,1.8560301593084333e-5,4.863496032817082e-5,62
1360,it_north,0.5613996124814155,2.1403774923992608e-5,6.686587875687707e-5,68
1360,it_south,0.1544907289736121,1.954836504790703e-5,5.0529850879942524e-5,31
1360,nl,0.15004303951018022,2.1499217582773625e-5,4.571884506877824e-5,19
1360,uk_north,0.05098515859311859,1.2746289648279653e-5,4.148972356035997e-5,12
1360,uk_south,0.10731112761210859,1.4726379526843507e-5,2.980521001864074e-5,20
1380,be,0.14734789222669098,1.5077037984927156e-5,2.932756573432527e-5,28
1380,ch,0.01579076052619159,7.35480229445346e-6,9.212448892569364e-6,6
1380,de_north,0.31425136033250034,1.4145271891092209e-5,2.7209718647160616e-5,65
1380,de_south,0.15262224375549716,1.3084897441314544e-5,2.245609326349776e-5,34
1380,fr_north,0.282276917186633,9.557046221107562e-6,2.1735845247804052e-5,70
1380,fr_south,0.30153702519634873,2.2546510034121973e-5,1.4227730986974296e-4,60
1380,it_north,0.444298044949807,1.7908022771052244e-5,3.851112943690598e-5,63
1380,it_south,0.14063871592581634,1.9758178691460398e-5,6.238139699047206e-5,23
1380,nl,0.13262453885058148,1.946353666724121e-5,3.315963125152157e-5,18
1380,uk_north,0.051516553811583765,1.3081908027319378e-5,2.0573257585295705e-5,10
1380,uk_south,0.10692626969050761,1.5543868249819674e-5,3.093595113083347e-5,23
1400,be,0.19069288941508095,1.9695609317814784e-5,4.227409307572687e-5,31
1400,ch,0.014737460903306205,7.048044430084255e-6,9.047255920092201e-6,6
1400,de_north,0.40966112996281984,1.9439172912728445e-5,3.430873845778942e-5,70
1400,de_south,0.1920369326581335,1.643026460114021e-5,3.140088144335773e-5,36
1400,fr_north,0.27050724871533316,9.46557662241364e-6,2.566388021889971e-5,71
1400,fr_south,0.18525317519402523,1.5062458345721504e-5,2.431977028631422e-5,58
1400,it_north,0.6157608604705442,2.6090456356534616e-5,1.2588858510641278e-4,64
1400,it_south,0.10685541678913521,1.6551334694723933e-5,3.139645530014145e-5,21
1400,nl,0.20435370386777954,2.8113042215955165e-5,3.769375863029895e-5,25
1400,uk_north,0.09144972246649383,2.4091075465356332e-5,4.665226648363531e-5,13
1400,uk_south,0.09577852093202144,1.5418306653577284e-5,6.735801036723448e-5,18
1420,be,0.20813588119541687,2.240911726910215e-5,6.042918533960259e-5,38
1420,ch,0.027945994491307802,1.4532498435417513e-5,4.2285410444043e-5,7
1420,de_north,0.3956062989563549,2.011114325435225e-5,2.910301531389648e-5,67
1420,de_south,0.22970803322931863,1.9764931442894357e-5,3.183919043641112e-5,44
1420,fr_north,0.30302083897470306,1.0984986005970651e-5,2.8746726000010786e-5,79
1420,fr_south,0.16674046086992708,1.4965038670788558e-5,1.983885750861903e-5,41
1420,it_north,0.507984144032769,2.3171287872679866e-5,7.107162410693283e-5,55
1420,it_south,0.08711967662240168,1.474605223805055e-5,3.5926141925947484e-5,15
1420,nl,0.330821636384772,4.201976837098552e-5,6.47426473048977e-5,32
1420,uk_north,0.07969918753000875,2.26032863102687e-5,4.575206715844447e-5,14
1420,uk_south,0.07725186336380814,1.3421102043747044e-5,1.8581609664964364e-5,20
1440,be,0.19153006355717656,2.187664917843281e-5,3.319085719697933e-5,36
1440,ch,0.037930762274253314,2.533785055060329e-5,3.6832960372522646e-5,6
1440,de_north,0.4600403031757639,2.5526595448660813e-5,3.59906623988451e-5,70
1440,de_south,0.2839950229720746,2.521262632919714e-5,4.4676235931017186e-5,49
1440,fr_north,0.4755460192575165,1.8229233689483418e-5,5.3428169107024076e-5,90
1440,fr_south,0.18367436970232065,1.7170643143154296e-5,2.1822237343345087e-5,44
1440,it_north,0.5106461317660366,2.5292032281625653e-5,5.6399816955418875e-5,56
1440,it_south,0.08882603320174325,1.689993021342152e-5,3.656519409413244e-5,12
1440,nl,0.3420101797466311,4.41531344883336e-5,7.716832458690438e-5,37
1440,uk_north,0.07113214352306253,2.2389720970431965e-5,2.675409058623167e-5,16
1440,uk_south,0.07760661457560507,1.5349409528402866e-5,2.044643382864022e-5,19
1460,be,0.21981983488603815,2.575812454722767e-5,3.579427731944699e-5,41
1460,ch,0.039786349154340206,2.7648609558262945e-5,3.105518500999657e-5,7
1460,de_north,0.4734547785793728,3.0496282034097893e-5,3.793012032938959e-5,78
1460,de_south,0.26369822241154806,2.747428864467065e-5,3.77018558819847e-5,50
1460,fr_north,0.4318998471392498,1.8124967356550957e-5,3.778453508832453e-5,102
1460,fr_south,0.1937028342781427,1.9212738968274252e-5,2.172835031890666e-5,52
1460,it_north,0.6008860177709447,3.381272960277645e-5,7.654929699961639e-5,72
1460,it_south,0.11638343283350304,2.3961999759832155e-5,6.191461612552651e-5,15
1460,nl,0.39734523890922896,5.21108510044885e-5,6.14481334904725e-5,42
1460,uk_north,0.054482077894368985,2.04665957529561e-5,2.3327867053075678e-5,16
1460,uk_south,0.11825544778054481,2.577494502627375e-5,6.836818063366271e-5,25
1480,be,0.24816591005486482,3.180798642077249e-5,5.007425414421518e-5,42
1480,ch,0.05144009113844031,3.799120468127061e-5,3.0798901832691145e-5,7
1480,de_north,0.4509059715691371,3.516110196265812e-5,4.12041801741081e-5,72
1480,de_south,0.32619215282264474,3.899954003140128e-5,8.299371710121619e-5,47
1480,fr_north,0.4647677815310041,2.1529984783944763e-5,4.228537322542516e-5,97
1480,fr_south,0.1935395664272887,2.2192359411454066e-5,2.6167699475035454e-5,52
1480,it_north,0.652939016961935,4.213325269161245e-5,9.006130146324302e-5,72
1480,it_south,0.21263726317675466,5.210420563017737e-5,1.0060921168481216e-4,23
1480,nl,0.2926229025040523,4.581539102928561e-5,4.26205020066146e-5,33
1480,uk_north,0.028536111200653105,1.4679069547661166e-5,1.5255384143471336e-5,11
1480,uk_south,0.08054742407250108,2.2587611910404097e-5,3.7611640800990744e-5,20
1500,be,0.19020115446892186,3.0157151493407956e-5,5.013799889683722e-5,40
1500,ch,0.027658526502042886,3.3163700841778086e-5,3.778817590314469e-5,8
1500,de_north,0.35509689248534027,3.726095409080128e-5,4.374000637044644e-5,62
1500,de_south,0.29789615682543463,4.4528573516507266e-5,9.735635102541155e-5,44
1500,fr_north,0.48896227106432083,2.6761658971284207e-5,5.8479504915727135e-5,109
1500,fr_south,0.20162034332055517,2.82460553825382e-5,8.847348040464051e-5,50
1500,it_north,0.613793020140217,4.73423077624554e-5,9.099868390936551e-5,86
1500,it_south,0.0923183686180575,3.712037338884482e-5,1.0358606631155998e-4,14
1500,nl,0.33601687954320814,6.427254773205897e-5,7.884491389934739e-5,30
1500,uk_north,0.014351178258604314,1.150856315846378e-5,1.2349921129555813e-5,10
1500,uk_south,0.057180005970578894,1.9778625378961926e-5,1.9433765053189798e-5,19
